,Unnamed: 0,coder,date,newsnm,rptmm,rptdd,rptyy,evmm,evdd,evyy,days,eventid,stories,title,followup,who,what,where,against,purpose,whysm,page,section,paragrph,staten,state1,state2,state3,state4,cityn,city1,city2,neighn,neighbr,particd,particex,partices,groups,igrp1c1,igrp1c2,igrp2c1,igrp2c2,igrp3c1,igrp3c2,targd,targnum,targ1,targ2,ertarg1,ertarg2,smonamed,smonum,smoname1,smoname2,smoname3,smoname4,claim1,val1,claim2,val2,claim3,val3,claim4,val4,form1,form2,form3,form4,act1,act2,act3,act4,viold,violtype,counterd,police1,police2,police3,police4,arrestd,arrestex,arrestes,propdam,dollars,injury,deaths,d_eventid,flag_followup,injprot,injprot_est,injby,injby_est,injpol,injpol_est,injoth,injoth_est,dthprot,dthprot_est,dthby,dthby_est,dthpol,dthpol_est,dthoth,dthoth_est,agenda_code,matchtext,textfile
1817,20928,J. REAMER,15213,NYT,6,21,1990,6,20,1990,1,9006107,1,"rent hearing, scene 1: enter kangaroos",0,2 landlords,dressed in kangaroo suits,nyc,rent guidelines board,felt the board had become a kangaroo court,"COLLECTIVE, CLAIMS MADE, PUBLIC",3,b,14,1,NY,,,,1,NEW YORK,,-999,,1,2,-999,1,100,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1305,3,1338,2,-999,-999,-999,-999,7,-999,-999,-999,10,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,101,rent hearing scene 1 enter kangaroos,1990/06/21/0362803.xml
1818,20929,J. REAMER,15213,NYT,6,21,1990,6,20,1990,1,9006108,1,"Reporter's Notebook; protest, not poignancy, marks aids gathering",0,DEMONSTRATORS AIDS AEDVOCATES ACT UP,"demonstrated with signs, marched",sf,government,protestin immigration policy that prevented aids patients from entering us,"COLLECTIVE, CLAIMS MADE, PUBLIC",5,b,18,1,CA,,,,1,SAN FRANCISCO,,-999,,0,-999,5,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,act-up,,,,2100,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,20,22,-999,-999,0,-999,0,1,1,0,0,0,100,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,205,reporters notebook protest not poignancy marks aids gathering,1990/06/21/0362762.xml
1819,20930,J. REAMER,15213,NYT,6,22,1990,6,-999,1990,1,9006110,1,"as sun sets, tempers rise at border",0,residents of southern california,lined up 300 cars and flashed their head lights,san ysidro,mexicans and government,dont want. . .? . . .,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,,20,1,CA,,,,1,SAN YSIDRO,,-999,,0,-999,4,1,1500,-999,-999,-999,-999,-999,1,2,1,7,402,-999,0,-999,,,,,1000,2,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,33,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1925,as sun sets tempers rise at border,1990/06/22/0362914.xml
1820,20931,J. REAMER,15213,NYT,6,22,1990,6,21,1990,1,9006112,1,relapses into risky sex found in aids studies,0,researchers,conducted a study,sf,,FOUND THAT 19% GAY MEN REVERT TO UNSAFE SEXUAL PRACTICES WANT INCREASED EDUCTION CAMPAIS,"COLLECTIVE, CLAIMS MADE, PUBLIC",18,a,13,1,CA,,,,1,SAN FRANCISCO,,-999,,0,-999,2,1,100,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,1,1,university of california at san francisc,,,,1400,3,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,331,relapses into risky sex found in aids studies,1990/06/22/0362988.xml
1821,20932,J. REAMER,15214,NYT,6,24,1990,6,22,1990,1,9006118,1,"The Mandela Visit; education is mighty force, boston teenagers are told",0,inmates,wore african shaped and colored medallions,massachusetts,,PROUD OF AFRICAN HERITAGE IN SUPPORT OF MANDELA ON THE EVE OF HIS VISIT,"COLLECTIVE, CLAIMS MADE, PUBLIC",21,,20,1,MA,,,,1,BOSTON,,-999,,1,8,-999,1,1700,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,1400,3,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,33,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1912,the mandela visit education is mighty force boston teenagers are told,1990/06/24/0363474.xml
1822,20933,J. REAMER,15214,NYT,6,24,1990,6,20,1990,1,9006120,1,backers push louisiana abortion bill toward supreme court test,0,national right to life committee,drafted bill and suggested it to lawmakers,baton rouge,,anti-abortion,"COLLECTIVE, CLAIMS MADE, PUBLIC",23,,18,1,LA,,,,1,BATON ROUGE,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,national right to life committee,,,,2400,2,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,40,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,backers push louisiana abortion bill toward supreme court test,1990/06/24/0363445.xml
1823,20934,J. REAMER,15214,NYT,6,24,1990,6,-999,1990,1,9006121,1,Campus Life: Chicago; student group seeks closer ties to neighborhoods,0,STUDENTS SNAP,formed a community action group,university of chicago,,aims to dissolve racial and economic barriers that separate the university and neighborh,"COLLECTIVE, CLAIMS MADE, PUBLIC",32,,12,1,IL,,,,1,CHICAGO,,1,university of chicago,0,-999,2,1,1800,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,1,1,student neighborhood action project,,,,1400,3,-999,-999,-999,-999,-999,-999,16,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,601,campus life chicago student group seeks closer ties to neighborhoods,1990/06/24/0363576.xml
1824,20935,J. REAMER,15214,NYT,6,24,1990,1,-999,1970,1,9006125,1,"20 years later, a photograph brings vindication",1,"1,500 gathered",protesting,chicago,government,vietnam war,"COLLECTIVE, CLAIMS MADE, PUBLIC",18,,24,1,IL,,,,1,CHICAGO,,-999,,1,1500,-999,1,800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,711,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,99,-999,-999,-999,0,-999,0,1,1,1,0,1,-999,3,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1619,20 years later a photograph brings vindication,1990/06/24/0363450.xml
1825,20936,J. REAMER,15214,NYT,6,25,1990,6,24,1990,1,9006126,1,jeers at aids gathering drown out health chief,0,500 protesters,"shouted, whistled and used air horn blasts",sf,government,angry at immigration prohibitions disallowing aids pations to enter and slow aids resear,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,a,17,1,CA,,,,1,SAN FRANCISCO,,-999,,1,500,-999,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1608,1,2100,1,-999,-999,-999,-999,1,-999,-999,-999,59,58,64,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,331,jeers at aids gathering drown out health chief,1990/06/25/0363787.xml
1826,20937,J. REAMER,15214,NYT,6,25,1990,6,24,1990,1,9006128,1,throngs cheer at gay and lesbian march,0,tens of thousands of people,gay pride parade,nyc,,homosexual civil rights,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,b,15,1,NY,,,,1,NEW YORK,,-999,,1,200000,-999,1,1800,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,1600,1,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,1,-999,-999,0,-999,1,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,throngs cheer at gay and lesbian march,1990/06/25/0363748.xml
1827,20951,J. REAMER,15213,NYT,6,25,1990,6,24,1990,1,9006151,1,loggers protest owl decision,0,hundreds of logging trucks,"adorned with yellow ribbons, honking horns", oregon,government,protesting limits on federal logging aimed at protesting endangered owls,"COLLECTIVE, CLAIMS MADE, PUBLIC",13,a,1,1,OR,,,,1,ROSEBERG,,-999,,0,-999,4,1,100,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1338,2,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,33,58,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,loggers protest owl decision,1990/06/25/0363720.xml
1828,20938,J. REAMER,15214,NYT,6,29,1990,6,28,1990,1,9006135,1,mandela travels to miami amid protests over castro,0,5 cuban american mayors,signed a declaration,florida,mandela,criticizing mandela for not denouncing human rights violations in cuba,"COLLECTIVE, CLAIMS MADE, PUBLIC",14,a,16,1,FL,,,,1,MIAMI,,-999,,1,5,-999,1,404,100,-999,-999,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,1000,1,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,66,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1925,mandela travels to miami amid protests over castro,1990/06/29/0364681.xml
1829,20939,J. REAMER,15214,NYT,6,29,1990,6,28,1990,1,9006136,1,consumer group is naming punished medical professionals,0,public citizen health research group,released a list of medical professionals who have been disciplined by,washington dc,doctors that have been disciplined by state/federal agenci,CONSUMER AWARENESS PREVENT MORE VICTIMIZATION,"COLLECTIVE, CLAIMS MADE, PUBLIC",16,a,16,1,DC,,,,1,WASHINGTON,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,6,-999,-999,-999,1,1,public citizen health research group,,,,1330,1,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1525,consumer group is naming punished medical professionals,1990/06/29/0364609.xml
1830,20940,J. REAMER,15214,NYT,6,29,1990,-999,-999,1978,1,9006137,1,law   friends of free speech now consider its limits,1,nazis,lawsuit,"skokie, il",town of Skokie,"white supremacy, anti-semitism","COLLECTIVE, CLAIMS MADE, PUBLIC",7,b,31,1,IL,,,,1,SKOKIE,,-999,,0,-999,2,1,430,-999,-999,-999,-999,-999,1,1,7,-999,432,-999,0,-999,,,,,1344,1,1340,-999,-999,-999,-999,-999,2,-999,-999,-999,22,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-7804043,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1205,law friends of free speech now consider its limits,1990/06/29/0364586.xml
1831,20952,J. REAMER,15214,NYT,6,29,1990,6,28,1990,1,9006152,1,mandela travels to miami amid protests over castro,0,3000 supporters of nelson mandela,demonstrated outside convention center where he spoke, florida,in support of mandela,support mandela,"COLLECTIVE, CLAIMS MADE, PUBLIC",14,a,16,1,FL,,,,1,MIAMI,,-999,,1,3000,-999,1,1800,-999,-999,-999,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,1336,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,99,-999,-999,-999,0,-999,1,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2099,mandela travels to miami amid protests over castro,1990/06/29/0364681.xml
1832,20953,Sasha Vorobviov,15194,NYT,7,1,1990,6,30,1990,1,9007001,1,American Blacks Talk of Change as Main Legacy of Mandela Visit,1,"New Yorkers, primarily African American",RALLIED IN SUPPORT OF MANDELAS TOUR OF US,NY,,support civil rights fight,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,L,30,1,NY,,,,1,NEW YORK,,-999,,0,-999,4,1,401,1500,-999,-999,-999,-999,0,0,-999,-999,-999,-999,0,-999,,,,,1509,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,20,19,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,american blacks talk of change as main legacy of mandela visit,1990/07/01/0365068.xml
1833,20954,Sasha Vorobviov,15194,NYT,7,2,1990,7,1,1990,1,9007004,1,The Dawn Brings a Record Tax Rise,0,Residents effected by Tax Raises,protested,NJ,government,keep taxes down,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,B,30,1,NJ,,,,1,TRENTON,,-999,,0,-999,6,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1306,2,-999,-999,-999,-999,-999,-999,1,5,-999,-999,20,57,98,-999,0,-999,0,1,0,0,0,-999,-999,-999,0,-999,1,0,,-999,-999,-999,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,107,the dawn brings a record tax rise,1990/07/02/0365336.xml
1834,20955,Sasha Vorobviov,15194,NYT,7,3,1990,7,2,1990,1,9007005,3,The Marcos Verdict; Marcos is Cleared of All Charges in Racketeering and Fraud Case,0,protesters,protested acquittal,"U.S. Court House, Foley Square",Marcos,,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,A,57,1,NY,,,,0,,,1,Foley Square,0,-999,3,1,1500,-999,-999,-999,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,1336,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,98,-999,-999,-999,0,-999,1,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2099,the marcos verdict marcos is cleared of all charges in racketeering and fraud case,1990/07/03/0365661.xml
1835,20956,Sasha Vorobviov,15208,NYT,7,4,1990,7,-999,1990,1,9007011,1,TOWN WEIGHS WHETHER SAND IS EVERYONES,0,residents,protested/demonstrated pushed to get more sedate clientele,Belmar,City?,,"COLLECTIVE, CLAIMS MADE, PUBLIC",33,,28,1,NJ,,,,1,BELMAR,,-999,,1,20,-999,1,1500,700,-999,-999,-999,-999,0,0,-999,-999,-999,-999,0,-999,,,,,1400,3,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1401,town weighs whether sand is everyones,1990/07/04/0365731.xml
1836,20957,Sasha Vorobviov,15208,NYT,7,4,1990,-999,-999,1979,1,9007012,1,Court Tells Princeton Clubs They Must Admit Women,1,Sally Frank - all women at Princeton indirectly,filed suit against all male clubs,Princeton,,WOMENS CIVIL RIGHTS,"COLLECTIVE, CLAIMS MADE, PUBLIC",33,,19,1,NJ,,,,1,PRINCETON,,1,Princeton University,1,1,-999,1,500,-999,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,600,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-9007012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,court tells princeton clubs they must admit women,1990/07/04/0365751.xml
1837,20958,Sasha Vorobviov,15208,NYT,7,5,1990,6,-999,1990,1,9007013,1,Judge Challenged at Trial of Barry,1,Mr. Farrakhan and Bishop George Stallings,held protests of lawsuit against Mayor Marioin Barry,DC,courts,,"COLLECTIVE, CLAIMS MADE, PUBLIC",15,A,9,1,DC,,,,1,WASHINGTON,,-999,,0,-999,4,2,401,1100,430,1100,-999,-999,1,1,1,-999,-999,-999,1,1,Nation of Islam,,,,1518,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,99,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,judge challenged at trial of barry,1990/07/05/0366041.xml
1838,20984,Sasha Vorobviov,15208,NYT,7,5,1990,7,4,1990,1,9007058,1,Judge Challenged at Trial of Barry,0,ACLU,filed suit against court for barring 2 men,DC,GOVT,civil liberties,"COLLECTIVE, CLAIMS MADE, PUBLIC",15,A,9,1,DC,,,,1,WASHINGTON,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,American Civil Liberties Union,,,,1400,3,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1204,judge challenged at trial of barry,1990/07/05/0366041.xml
1839,20959,Sasha Vorobviov,15208,NYT,7,6,1990,6,30,1990,1,9007015,2,Dozens Arrested in Miami at Haitian Protest,1,Haitian Residents,protest store,Miami,cops and violence by cops,equal treatment,"COLLECTIVE, CLAIMS MADE, PUBLIC",9,A,11,1,FL,,,,1,MIAMI,,-999,,0,-999,5,1,424,1500,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,2022,3,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,99,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,dozens arrested in miami at haitian protest,1990/07/06/0366245.xml
1840,20960,Sasha Vorobviov,15208,NYT,7,6,1990,5,-999,1990,60,9007017,1,Euthanasia Bid in Washington State,1,SMO - Death with Dignity,collecting signatures - petitioning,"Seattle, WA",GOVT,"CHANGE GOVT POLICY, INITIATIVE 119","COLLECTIVE, CLAIMS MADE, PUBLIC",9,A,28,1,WA,,,,1,SEATTLE,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,Death with Dignity,,,,1338,3,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,18,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,euthanasia bid in washington state,1990/07/06/0366159.xml
1841,20961,Sasha Vorobviov,15208,NYT,7,7,1990,-999,-999,1989,1,9007018,1,"In Texas City, Newcomer Brings Abortion Turmoil",1,Residents/SMO actors,marched to abortion clinics,Corpus Christi,abortion doctors/clinics,anti-abortion,"COLLECTIVE, CLAIMS MADE, PUBLIC",10,L,67,1,TX,,,,1,CORPUS CHRISTI,,-999,,0,-999,2,2,1800,1500,700,1500,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,2400,2,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,in texas city newcomer brings abortion turmoil,1990/07/07/0366394.xml
1842,20962,Sasha Vorobviov,15208,NYT,7,7,1990,7,3,1990,3,9007019,1,STORES SIGN LEADS TO ANTI-BIAS PROTESTS,0,protesters,protested racially biased sign on store front,"Elizabeth, NJ",Pharmacy Store,"civil rights, anti-racism","COLLECTIVE, CLAIMS MADE, PUBLIC",26,,5,1,NJ,,,,1,ELIZABETH,,-999,,0,-999,3,1,1800,1500,-999,-999,-999,-999,1,1,2,-999,-999,-999,1,1,"United Youth Council, Inc.",,,,1500,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,99,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,stores sign leads to antibias protests,1990/07/07/0366382.xml
1843,20985,Sasha Vorobviov,15208,NYT,7,7,1990,1,-999,1990,1,9007059,1,"In Texas City, Newcomer Brings Abortion Turmoil",1,Rex Moses and other anti-abortion protesters,"blocked entrance to reproductive clinic, abortion area",Corpus Christi,abortion clinic,anti-abortion,"COLLECTIVE, CLAIMS MADE, PUBLIC",10,l,67,1,TX,,,,1,CORPUS CHRISTI,,-999,,0,-999,2,1,1800,1100,-999,-999,-999,-999,1,1,5,-999,-999,-999,0,-999,,,,,2400,2,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,57,45,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,in texas city newcomer brings abortion turmoil,1990/07/07/0366394.xml
1844,20963,Sasha Vorobviov,15208,NYT,7,8,1990,-999,-999,1990,1,9007020,1,No Gay Rights Vote in Massachusetts,1,"Anti-Gay in Religion Demonstrators - ""Citizens for F",gathered signatures,Boston,Gov,REPEAL LAW SET BY GOVT,"COLLECTIVE, CLAIMS MADE, PUBLIC",11,,14,1,MA,,,,1,BOSTON,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,Citizens for the Family First,,,,1602,2,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,18,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,no gay rights vote in massachusetts,1990/07/08/0366808.xml
1845,20964,Sasha Vorobviov,15208,NYT,7,8,1990,4,-999,1990,1,9007021,1,"9 States Unlawfully Jail Runaways, Group Says",1,Legal Aid Society of Louisville,filed suit against Kentucky,Kentucky,state,stop jailing of youths,"COLLECTIVE, CLAIMS MADE, PUBLIC",14,,20,1,KY,,,,1,LOUISVILLE,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,Legal Aid Society of Louisville,,,,1400,3,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1206,9 states unlawfully jail runaways group says,1990/07/08/0366456.xml
1846,20965,Sasha Vorobviov,15208,NYT,7,9,1990,7,8,1990,1,9007022,1,No Headline,0,pro-choice individual,demonstrated outside state capitol,Baton Rouge,GOVT,change legislation,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,A,32,1,LA,,,,1,BATON ROUGE,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,2400,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,20,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,no headline,1990/07/09/0366962.xml
1847,20966,Sasha Vorobviov,15208,NYT,7,9,1990,5,-999,1990,1,9007023,1,Physicians Chided in a Cancer Study,1,Physicians Insurers Association of America,Released Report,DC,,reduce malpractice suits insurers had to pay,"COLLECTIVE, CLAIMS MADE, PUBLIC",13,A,14,1,DC,,,,1,WASHINGTON,,-999,,0,-999,2,1,100,-999,-999,-999,-999,-999,1,1,6,-999,-999,-999,1,1,Physician Insurers Association of Americ,,,,1400,3,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,331,physicians chided in a cancer study,1990/07/09/0366863.xml
1848,20967,Sasha Vorobviov,15208,NYT,7,9,1990,7,8,1990,1,9007024,1,Anti-Crack Protesters Bring Fresh Voice to Drug-Plagued Times Square,0,anti-crack protesters,rallied/demonstrated,Times Square,Drug (crack-cocaine) dealers in the area,clean up streets,"COLLECTIVE, CLAIMS MADE, PUBLIC",2,B,1,1,NY,,,,1,NEW YORK,,1,Time Square,1,500,-999,2,1500,-999,1100,-999,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,1326,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,1,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1203,anticrack protesters bring fresh voice to drugplagued times square,1990/07/09/0366922.xml
1849,20968,Sasha Vorobviov,15208,NYT,7,9,1990,7,7,1990,2,9007025,1,Metro Datelines; 600 Rikers Prisoners Skip Meals in Protest,0,600 Inmates at  Riker Island,fasted in Protest,Riker Island,GOVT,"get more benefits, privileges","COLLECTIVE, CLAIMS MADE, PUBLIC",4,B,4,1,NY,,,,1,NEW YORK,,-999,,1,600,-999,1,1700,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1344,1,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,11,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1205,metro datelines 600 rikers prisoners skip meals in protest,1990/07/09/0366948.xml
1850,20969,Sasha Vorobviov,15208,NYT,7,11,1990,7,10,1990,1,9007026,1,Increases Voted on Rent-Stabilized Units,0,landlords,protested increases at board meeting,New York,GOVT,have larger increases to compensate for rising cost of living,"COLLECTIVE, CLAIMS MADE, PUBLIC",2,B,12,1,NY,,,,1,NEW YORK,,-999,,1,300,-999,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1305,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,28,64,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,101,increases voted on rentstabilized units,1990/07/11/0367412.xml
1851,20970,Sasha Vorobviov,15208,NYT,7,11,1990,7,10,1990,1,9007027,1,Increases Voted on Rent-Stabilized Units,0,Tenants,protested increases at board meeting,New York,GOVT,keep rent-control rates,"COLLECTIVE, CLAIMS MADE, PUBLIC",2,B,12,1,NY,,,,1,NEW YORK,,-999,,0,-999,4,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1305,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,28,64,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,101,increases voted on rentstabilized units,1990/07/11/0367412.xml
